time_s,phase,target_x_m,target_y_m,target_z_m,target_n_m,target_e_m,target_d_m,actual_x_m,actual_y_m,actual_z_m,actual_n_m,actual_e_m,actual_d_m,error_x_m,error_y_m,error_z_m,error_xy_m,error_3d_m,roll_deg,pitch_deg,yaw_deg,vbat_v
11.815,east / right,0.5000,-0.0263,0.4000,0.5000,0.0263,-0.4000,0.5224,0.0050,0.4162,0.5224,-0.0050,-0.4162,-0.0224,-0.0314,-0.0162,0.0385,0.0418,0.224,0.182,3.915,3.848
11.914,east / right,0.5000,-0.0363,0.4000,0.5000,0.0363,-0.4000,0.5277,0.0077,0.4133,0.5277,-0.0077,-0.4133,-0.0277,-0.0439,-0.0133,0.0519,0.0536,0.553,-0.233,4.031,3.843
12.019,east / right,0.5000,-0.0467,0.4000,0.5000,0.0467,-0.4000,0.5328,0.0044,0.4120,0.5328,-0.0044,-0.4120,-0.0328,-0.0511,-0.0120,0.0607,0.0619,1.093,-0.044,3.950,3.838
12.114,east / right,0.5000,-0.0562,0.4000,0.5000,0.0562,-0.4000,0.5365,-0.0029,0.4093,0.5365,0.0029,-0.4093,-0.0365,-0.0533,-0.0093,0.0646,0.0653,1.326,1.134,3.901,3.832
12.227,east / right,0.5000,-0.0676,0.4000,0.5000,0.0676,-0.4000,0.5371,-0.0101,0.4093,0.5371,0.0101,-0.4093,-0.0371,-0.0574,-0.0093,0.0683,0.0690,0.369,1.574,4.068,3.838
12.316,east / right,0.5000,-0.0764,0.4000,0.5000,0.0764,-0.4000,0.5353,-0.0164,0.4097,0.5353,0.0164,-0.4097,-0.0353,-0.0601,-0.0097,0.0697,0.0703,-0.224,1.284,4.460,3.832
12.421,east / right,0.5000,-0.0870,0.4000,0.5000,0.0870,-0.4000,0.5311,-0.0178,0.4086,0.5311,0.0178,-0.4086,-0.0311,-0.0692,-0.0086,0.0758,0.0763,-0.551,0.554,4.898,3.832
12.518,east / right,0.5000,-0.0966,0.4000,0.5000,0.0966,-0.4000,0.5285,-0.0147,0.4083,0.5285,0.0147,-0.4083,-0.0285,-0.0819,-0.0083,0.0867,0.0871,-0.195,0.446,5.319,3.827
12.629,east / right,0.5000,-0.1077,0.4000,0.5000,0.1077,-0.4000,0.5288,-0.0110,0.4083,0.5288,0.0110,-0.4083,-0.0288,-0.0968,-0.0083,0.1009,0.1013,1.024,0.100,5.576,3.832
12.710,east / right,0.5000,-0.1159,0.4000,0.5000,0.1159,-0.4000,0.5305,-0.0127,0.4089,0.5305,0.0127,-0.4089,-0.0305,-0.1032,-0.0089,0.1076,0.1080,2.166,0.630,5.679,3.832
12.841,east / right,0.5000,-0.1289,0.4000,0.5000,0.1289,-0.4000,0.5326,-0.0170,0.4087,0.5326,0.0170,-0.4087,-0.0326,-0.1119,-0.0087,0.1165,0.1168,2.402,0.998,5.720,3.832
12.910,east / right,0.5000,-0.1358,0.4000,0.5000,0.1358,-0.4000,0.5326,-0.0254,0.4084,0.5326,0.0254,-0.4084,-0.0326,-0.1104,-0.0084,0.1151,0.1154,1.794,1.116,5.769,3.827
13.044,east / right,0.5000,-0.1492,0.4000,0.5000,0.1492,-0.4000,0.5305,-0.0326,0.4085,0.5305,0.0326,-0.4085,-0.0305,-0.1166,-0.0085,0.1205,0.1208,1.107,0.986,5.766,3.827
13.109,east / right,0.5000,-0.1558,0.4000,0.5000,0.1558,-0.4000,0.5265,-0.0324,0.4073,0.5265,0.0324,-0.4073,-0.0265,-0.1234,-0.0073,0.1262,0.1264,0.888,0.663,5.587,3.832
13.245,east / right,0.5000,-0.1694,0.4000,0.5000,0.1694,-0.4000,0.5217,-0.0350,0.4060,0.5217,0.0350,-0.4060,-0.0217,-0.1344,-0.0060,0.1361,0.1363,1.205,0.035,5.358,3.832
13.312,east / right,0.5000,-0.1760,0.4000,0.5000,0.1760,-0.4000,0.5252,-0.0398,0.4047,0.5252,0.0398,-0.4047,-0.0252,-0.1362,-0.0047,0.1385,0.1386,2.026,-0.252,5.148,3.832
13.444,east / right,0.5000,-0.1892,0.4000,0.5000,0.1892,-0.4000,0.5365,-0.0386,0.4067,0.5365,0.0386,-0.4067,-0.0365,-0.1506,-0.0067,0.1550,0.1551,2.162,0.001,4.752,3.827
13.510,east / right,0.5000,-0.1959,0.4000,0.5000,0.1959,-0.4000,0.5397,-0.0371,0.4072,0.5397,0.0371,-0.4072,-0.0397,-0.1588,-0.0072,0.1637,0.1638,1.996,1.868,4.083,3.838
13.647,east / right,0.5000,-0.2095,0.4000,0.5000,0.2095,-0.4000,0.5364,-0.0365,0.4059,0.5364,0.0365,-0.4059,-0.0364,-0.1730,-0.0059,0.1768,0.1769,3.400,2.619,3.411,3.832
13.710,east / right,0.5000,-0.2159,0.4000,0.5000,0.2159,-0.4000,0.5292,-0.0430,0.4051,0.5292,0.0430,-0.4051,-0.0292,-0.1729,-0.0051,0.1754,0.1754,3.212,1.536,2.760,3.827
13.809,east / right,0.5000,-0.2257,0.4000,0.5000,0.2257,-0.4000,0.5250,-0.0519,0.4042,0.5250,0.0519,-0.4042,-0.0250,-0.1739,-0.0042,0.1757,0.1757,2.993,0.341,2.150,3.838
13.910,east / right,0.5000,-0.2358,0.4000,0.5000,0.2358,-0.4000,0.5199,-0.0613,0.4039,0.5199,0.0613,-0.4039,-0.0199,-0.1746,-0.0039,0.1757,0.1757,2.549,-0.538,1.320,3.838
14.010,east / right,0.5000,-0.2458,0.4000,0.5000,0.2458,-0.4000,0.5176,-0.0765,0.4029,0.5176,0.0765,-0.4029,-0.0176,-0.1693,-0.0029,0.1702,0.1702,2.188,-0.578,0.262,3.832
14.116,east / right,0.5000,-0.2564,0.4000,0.5000,0.2564,-0.4000,0.5164,-0.0888,0.4017,0.5164,0.0888,-0.4017,-0.0164,-0.1676,-0.0017,0.1684,0.1685,2.087,-0.379,-0.737,3.838
14.210,east / right,0.5000,-0.2658,0.4000,0.5000,0.2658,-0.4000,0.5164,-0.1019,0.4011,0.5164,0.1019,-0.4011,-0.0164,-0.1639,-0.0011,0.1648,0.1648,1.410,-0.181,-1.467,3.832
14.324,east / right,0.5000,-0.2772,0.4000,0.5000,0.2772,-0.4000,0.5149,-0.1183,0.4024,0.5149,0.1183,-0.4024,-0.0149,-0.1589,-0.0024,0.1596,0.1596,1.393,0.020,-1.866,3.838
14.410,east / right,0.5000,-0.2858,0.4000,0.5000,0.2858,-0.4000,0.5151,-0.1319,0.4041,0.5151,0.1319,-0.4041,-0.0151,-0.1539,-0.0041,0.1546,0.1546,0.572,0.197,-1.976,3.838
14.514,east / right,0.5000,-0.2962,0.4000,0.5000,0.2962,-0.4000,0.5144,-0.1475,0.4017,0.5144,0.1475,-0.4017,-0.0144,-0.1487,-0.0017,0.1494,0.1494,0.321,0.240,-2.041,3.832
14.609,east / right,0.5000,-0.3057,0.4000,0.5000,0.3057,-0.4000,0.5153,-0.1608,0.3999,0.5153,0.1608,-0.3999,-0.0153,-0.1449,0.0001,0.1457,0.1457,0.456,0.285,-2.110,3.827
14.729,east / right,0.5000,-0.3177,0.4000,0.5000,0.3177,-0.4000,0.5129,-0.1765,0.3976,0.5129,0.1765,-0.3976,-0.0129,-0.1412,0.0024,0.1418,0.1418,0.633,0.363,-2.680,3.832
14.809,east / right,0.5000,-0.3257,0.4000,0.5000,0.3257,-0.4000,0.5125,-0.1888,0.4001,0.5125,0.1888,-0.4001,-0.0125,-0.1369,-0.0001,0.1375,0.1375,0.950,0.165,-3.577,3.838
14.924,east / right,0.5000,-0.3373,0.4000,0.5000,0.3373,-0.4000,0.5127,-0.2015,0.4014,0.5127,0.2015,-0.4014,-0.0127,-0.1357,-0.0014,0.1363,0.1363,0.673,0.161,-4.585,3.838
15.009,east / right,0.5000,-0.3457,0.4000,0.5000,0.3457,-0.4000,0.5127,-0.2142,0.4026,0.5127,0.2142,-0.4026,-0.0127,-0.1315,-0.0026,0.1321,0.1321,1.602,0.414,-5.238,3.827
15.128,east / right,0.5000,-0.3577,0.4000,0.5000,0.3577,-0.4000,0.5101,-0.2242,0.4033,0.5101,0.2242,-0.4033,-0.0101,-0.1334,-0.0033,0.1338,0.1339,1.142,0.348,-5.325,3.832
15.209,east / right,0.5000,-0.3657,0.4000,0.5000,0.3657,-0.4000,0.5087,-0.2323,0.4053,0.5087,0.2323,-0.4053,-0.0087,-0.1334,-0.0053,0.1337,0.1338,0.976,-0.036,-5.299,3.838
15.323,east / right,0.5000,-0.3771,0.4000,0.5000,0.3771,-0.4000,0.5058,-0.2487,0.4077,0.5058,0.2487,-0.4077,-0.0058,-0.1285,-0.0077,0.1286,0.1288,1.048,-0.427,-5.290,3.838
15.408,east / right,0.5000,-0.3857,0.4000,0.5000,0.3857,-0.4000,0.5063,-0.2603,0.4076,0.5063,0.2603,-0.4076,-0.0063,-0.1254,-0.0076,0.1255,0.1258,0.926,-0.483,-5.260,3.838
15.523,east / right,0.5000,-0.3972,0.4000,0.5000,0.3972,-0.4000,0.5074,-0.2719,0.4054,0.5074,0.2719,-0.4054,-0.0074,-0.1253,-0.0054,0.1255,0.1256,0.159,-0.224,-5.468,3.827
15.615,east / right,0.5000,-0.4063,0.4000,0.5000,0.4063,-0.4000,0.5071,-0.2897,0.4026,0.5071,0.2897,-0.4026,-0.0071,-0.1166,-0.0026,0.1168,0.1168,1.057,0.597,-5.707,3.827
15.715,east / right,0.5000,-0.4163,0.4000,0.5000,0.4163,-0.4000,0.5071,-0.3039,0.4022,0.5071,0.3039,-0.4022,-0.0071,-0.1124,-0.0022,0.1126,0.1126,0.590,0.869,-5.878,3.827
15.812,east / right,0.5000,-0.4261,0.4000,0.5000,0.4261,-0.4000,0.5002,-0.3223,0.4006,0.5002,0.3223,-0.4006,-0.0002,-0.1038,-0.0006,0.1038,0.1038,-0.194,0.314,-5.684,3.832
15.916,east / right,0.5000,-0.4365,0.4000,0.5000,0.4365,-0.4000,0.4991,-0.3380,0.4006,0.4991,0.3380,-0.4006,0.0009,-0.0985,-0.0006,0.0985,0.0985,-0.570,-0.366,-5.218,3.832
16.017,east / right,0.5000,-0.4465,0.4000,0.5000,0.4465,-0.4000,0.5025,-0.3478,0.4006,0.5025,0.3478,-0.4006,-0.0025,-0.0987,-0.0006,0.0987,0.0987,-1.237,-1.243,-4.561,3.827
16.127,east / right,0.5000,-0.4575,0.4000,0.5000,0.4575,-0.4000,0.5124,-0.3555,0.3998,0.5124,0.3555,-0.3998,-0.0124,-0.1020,0.0002,0.1027,0.1027,-1.225,-0.835,-3.760,3.827
16.221,east / right,0.5000,-0.4670,0.4000,0.5000,0.4670,-0.4000,0.5217,-0.3632,0.4003,0.5217,0.3632,-0.4003,-0.0217,-0.1037,-0.0003,0.1060,0.1060,-0.445,0.272,-2.845,3.832
16.324,east / right,0.5000,-0.4773,0.4000,0.5000,0.4773,-0.4000,0.5251,-0.3696,0.4010,0.5251,0.3696,-0.4010,-0.0251,-0.1077,-0.0010,0.1106,0.1106,0.396,1.359,-2.002,3.832
16.422,east / right,0.5000,-0.4871,0.4000,0.5000,0.4871,-0.4000,0.5294,-0.3809,0.4026,0.5294,0.3809,-0.4026,-0.0294,-0.1062,-0.0026,0.1102,0.1102,0.816,2.036,-1.352,3.827
16.527,east / right,0.5000,-0.4975,0.4000,0.5000,0.4975,-0.4000,0.5301,-0.3929,0.4040,0.5301,0.3929,-0.4040,-0.0301,-0.1045,-0.0040,0.1088,0.1089,0.553,1.579,-0.746,3.832
16.621,east / right,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5281,-0.4045,0.4023,0.5281,0.4045,-0.4023,-0.0281,-0.0955,-0.0023,0.0995,0.0996,0.346,1.016,-0.456,3.827
16.726,east / right,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5261,-0.4251,0.4005,0.5261,0.4251,-0.4005,-0.0261,-0.0749,-0.0005,0.0794,0.0794,0.621,0.610,-0.260,3.822
16.824,east / right,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5260,-0.4400,0.4012,0.5260,0.4400,-0.4012,-0.0260,-0.0600,-0.0012,0.0654,0.0654,-0.062,0.144,-0.056,3.827
16.919,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5271,-0.4525,0.4032,0.5271,0.4525,-0.4032,-0.0271,-0.0475,-0.0032,0.0547,0.0548,-1.418,-0.360,0.551,3.832
17.009,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5316,-0.4602,0.4025,0.5316,0.4602,-0.4025,-0.0316,-0.0398,-0.0025,0.0508,0.0509,-2.067,-0.226,1.298,3.822
17.116,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5347,-0.4666,0.4021,0.5347,0.4666,-0.4021,-0.0347,-0.0334,-0.0021,0.0481,0.0482,-1.320,0.573,1.844,3.822
17.209,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5335,-0.4714,0.4041,0.5335,0.4714,-0.4041,-0.0335,-0.0286,-0.0041,0.0440,0.0442,-0.862,1.284,2.377,3.827
17.335,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5291,-0.4760,0.4067,0.5291,0.4760,-0.4067,-0.0291,-0.0240,-0.0067,0.0377,0.0383,-0.775,0.788,2.919,3.832
17.409,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5247,-0.4789,0.4087,0.5247,0.4789,-0.4087,-0.0247,-0.0211,-0.0087,0.0325,0.0336,-0.603,0.257,3.217,3.832
17.525,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5197,-0.4815,0.4073,0.5197,0.4815,-0.4073,-0.0197,-0.0185,-0.0073,0.0270,0.0280,-0.051,-0.215,3.249,3.827
17.608,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5190,-0.4845,0.4060,0.5190,0.4845,-0.4060,-0.0190,-0.0155,-0.0060,0.0245,0.0252,0.205,-0.127,3.175,3.822
17.732,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5230,-0.4885,0.4050,0.5230,0.4885,-0.4050,-0.0230,-0.0115,-0.0050,0.0257,0.0261,0.344,0.126,2.837,3.827
17.808,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5258,-0.5015,0.4044,0.5258,0.5015,-0.4044,-0.0258,0.0015,-0.0044,0.0259,0.0263,0.121,0.961,2.358,3.827
17.914,east / right hover,0.5000,-0.5000,0.4000,0.5000,0.5000,-0.4000,0.5238,-0.5048,0.4053,0.5238,0.5048,-0.4053,-0.0238,0.0048,-0.0053,0.0243,0.0249,-0.728,1.285,2.092,3.827
18.034,south / back,0.4959,-0.5000,0.4000,0.4959,0.5000,-0.4000,0.5213,-0.5029,0.4050,0.5213,0.5029,-0.4050,-0.0254,0.0029,-0.0050,0.0256,0.0261,-1.668,0.741,1.843,3.827
18.108,south / back,0.4885,-0.5000,0.4000,0.4885,0.5000,-0.4000,0.5233,-0.4954,0.4037,0.5233,0.4954,-0.4037,-0.0348,-0.0046,-0.0037,0.0351,0.0353,-0.769,0.218,1.758,3.822
18.244,south / back,0.4750,-0.5000,0.4000,0.4750,0.5000,-0.4000,0.5239,-0.4918,0.4016,0.5239,0.4918,-0.4016,-0.0489,-0.0082,-0.0016,0.0496,0.0496,0.067,0.031,1.726,3.816
18.309,south / back,0.4684,-0.5000,0.4000,0.4684,0.5000,-0.4000,0.5254,-0.4889,0.4020,0.5254,0.4889,-0.4020,-0.0570,-0.0111,-0.0020,0.0580,0.0580,0.883,0.518,1.733,3.822
18.440,south / back,0.4553,-0.5000,0.4000,0.4553,0.5000,-0.4000,0.5234,-0.4940,0.4030,0.5234,0.4940,-0.4030,-0.0680,-0.0060,-0.0030,0.0683,0.0684,1.109,1.263,1.662,3.822
18.509,south / back,0.4485,-0.5000,0.4000,0.4485,0.5000,-0.4000,0.5170,-0.4950,0.4032,0.5170,0.4950,-0.4032,-0.0685,-0.0050,-0.0032,0.0687,0.0688,0.578,1.454,1.605,3.822
18.644,south / back,0.4349,-0.5000,0.4000,0.4349,0.5000,-0.4000,0.5100,-0.4974,0.4031,0.5100,0.4974,-0.4031,-0.0751,-0.0026,-0.0031,0.0752,0.0752,-0.162,1.380,1.555,3.827
18.710,south / back,0.4283,-0.5000,0.4000,0.4283,0.5000,-0.4000,0.5020,-0.4952,0.4033,0.5020,0.4952,-0.4033,-0.0737,-0.0048,-0.0033,0.0738,0.0739,-0.501,0.781,1.529,3.827
18.831,south / back,0.4162,-0.5000,0.4000,0.4162,0.5000,-0.4000,0.4968,-0.4908,0.4050,0.4968,0.4908,-0.4050,-0.0806,-0.0092,-0.0050,0.0811,0.0812,-0.321,0.023,1.621,3.827
18.909,south / back,0.4085,-0.5000,0.4000,0.4085,0.5000,-0.4000,0.4919,-0.4851,0.4048,0.4919,0.4851,-0.4048,-0.0834,-0.0149,-0.0048,0.0847,0.0849,-0.018,0.258,1.611,3.822
19.033,south / back,0.3960,-0.5000,0.4000,0.3960,0.5000,-0.4000,0.4855,-0.4812,0.4049,0.4855,0.4812,-0.4049,-0.0895,-0.0188,-0.0049,0.0915,0.0916,0.700,0.528,1.617,3.822
19.109,south / back,0.3884,-0.5000,0.4000,0.3884,0.5000,-0.4000,0.4781,-0.4824,0.4033,0.4781,0.4824,-0.4033,-0.0897,-0.0176,-0.0033,0.0914,0.0914,0.931,1.105,1.622,3.822
19.231,south / back,0.3762,-0.5000,0.4000,0.3762,0.5000,-0.4000,0.4677,-0.4846,0.4034,0.4677,0.4846,-0.4034,-0.0915,-0.0154,-0.0034,0.0928,0.0928,0.574,0.881,1.503,3.822
19.310,south / back,0.3684,-0.5000,0.4000,0.3684,0.5000,-0.4000,0.4549,-0.4852,0.4018,0.4549,0.4852,-0.4018,-0.0865,-0.0148,-0.0018,0.0878,0.0878,0.297,0.662,1.415,3.822
19.434,south / back,0.3559,-0.5000,0.4000,0.3559,0.5000,-0.4000,0.4443,-0.4822,0.4022,0.4443,0.4822,-0.4022,-0.0884,-0.0178,-0.0022,0.0902,0.0902,0.047,0.217,1.510,3.816
19.508,south / back,0.3485,-0.5000,0.4000,0.3485,0.5000,-0.4000,0.4372,-0.4755,0.4014,0.4372,0.4755,-0.4014,-0.0887,-0.0245,-0.0014,0.0921,0.0921,0.014,0.084,1.434,3.822
19.632,south / back,0.3361,-0.5000,0.4000,0.3361,0.5000,-0.4000,0.4311,-0.4718,0.4010,0.4311,0.4718,-0.4010,-0.0950,-0.0282,-0.0010,0.0991,0.0991,1.040,-0.084,1.302,3.822
19.709,south / back,0.3284,-0.5000,0.4000,0.3284,0.5000,-0.4000,0.4230,-0.4713,0.4013,0.4230,0.4713,-0.4013,-0.0946,-0.0287,-0.0013,0.0988,0.0988,1.403,0.554,1.001,3.822
19.833,south / back,0.3160,-0.5000,0.4000,0.3160,0.5000,-0.4000,0.4164,-0.4720,0.4017,0.4164,0.4720,-0.4017,-0.1003,-0.0280,-0.0017,0.1042,0.1042,1.457,1.223,0.384,3.822
19.909,south / back,0.3085,-0.5000,0.4000,0.3085,0.5000,-0.4000,0.4092,-0.4767,0.3992,0.4092,0.4767,-0.3992,-0.1008,-0.0233,0.0008,0.1034,0.1034,1.279,1.176,-0.247,3.822
20.028,south / back,0.2966,-0.5000,0.4000,0.2966,0.5000,-0.4000,0.3994,-0.4801,0.4018,0.3994,0.4801,-0.4018,-0.1028,-0.0199,-0.0018,0.1047,0.1047,0.672,1.123,-0.934,3.827
20.121,south / back,0.2872,-0.5000,0.4000,0.2872,0.5000,-0.4000,0.3872,-0.4796,0.4021,0.3872,0.4796,-0.4021,-0.1000,-0.0204,-0.0021,0.1020,0.1021,0.006,1.139,-1.468,3.822
20.225,south / back,0.2768,-0.5000,0.4000,0.2768,0.5000,-0.4000,0.3678,-0.4798,0.4032,0.3678,0.4798,-0.4032,-0.0910,-0.0202,-0.0032,0.0932,0.0933,0.092,0.411,-1.792,3.822
20.319,south / back,0.2674,-0.5000,0.4000,0.2674,0.5000,-0.4000,0.3528,-0.4810,0.4035,0.3528,0.4810,-0.4035,-0.0854,-0.0190,-0.0035,0.0875,0.0876,0.366,-0.202,-1.870,3.816
20.425,south / back,0.2568,-0.5000,0.4000,0.2568,0.5000,-0.4000,0.3412,-0.4820,0.4044,0.3412,0.4820,-0.4044,-0.0844,-0.0180,-0.0044,0.0863,0.0864,0.285,-1.148,-1.817,3.827
20.521,south / back,0.2472,-0.5000,0.4000,0.2472,0.5000,-0.4000,0.3330,-0.4825,0.4042,0.3330,0.4825,-0.4042,-0.0858,-0.0175,-0.0042,0.0876,0.0877,0.365,-1.060,-1.777,3.822
20.635,south / back,0.2359,-0.5000,0.4000,0.2359,0.5000,-0.4000,0.3297,-0.4860,0.4015,0.3297,0.4860,-0.4015,-0.0939,-0.0140,-0.0015,0.0949,0.0949,0.164,-0.411,-1.809,3.816
20.708,south / back,0.2285,-0.5000,0.4000,0.2285,0.5000,-0.4000,0.3224,-0.4881,0.4004,0.3224,0.4881,-0.4004,-0.0939,-0.0119,-0.0004,0.0946,0.0947,0.023,0.552,-2.003,3.822
20.830,south / back,0.2163,-0.5000,0.4000,0.2163,0.5000,-0.4000,0.3123,-0.4869,0.3998,0.3123,0.4869,-0.3998,-0.0960,-0.0131,0.0002,0.0969,0.0969,0.180,1.234,-2.220,3.816
20.922,south / back,0.2071,-0.5000,0.4000,0.2071,0.5000,-0.4000,0.3043,-0.4860,0.3988,0.3043,0.4860,-0.3988,-0.0972,-0.0140,0.0012,0.0983,0.0983,0.263,1.130,-2.594,3.822
